acc	organisms	technology	platforms	samples
SRP038726	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	SRR1174338,SRR1174337,SRR1174336,SRR1174335,SRR1174334,SRR1174333,SRR1174332,SRR1174331,SRR1174330
SRP042616	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP067913	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3066194,SRR3066193,SRR3066192,SRR3066191,SRR3066190,SRR3066189,SRR3066188,SRR3066187,SRR3066186,SRR3066185,SRR3066184,SRR3066183,SRR3066182,SRR3066181,SRR3066180,SRR3066179,SRR3066178,SRR3066177,SRR3066176,SRR3066175,SRR3066174,SRR3066173,SRR3066172,SRR3066171,SRR3066170,SRR3066169,SRR3066168,SRR3066167,SRR3066166,SRR3066165,SRR3066164,SRR3066163,SRR3066162,SRR3066161,SRR3066160,SRR3066159,SRR3066158,SRR3066157,SRR3066156,SRR3066155,SRR3066154,SRR3066153,SRR3066152,SRR3066151,SRR3066150,SRR3066149,SRR3066148,SRR3066147,SRR3066146,SRR3066145
ERP006185	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	ERR550450,ERR550449,ERR550448,ERR550447,ERR550446,ERR550445,ERR550444,ERR550443,ERR550442,ERR550441,ERR550440,ERR550439
SRP049607	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1644198,SRR1644197,SRR1644196,SRR1644195,SRR1644194,SRR1644193,SRR1644192,SRR1644191,SRR1644190,SRR1644189,SRR1644188,SRR1644187
SRP030628	HOMO_SAPIENS,MACACA_MULATTA	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP049988	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP048700	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1604992,SRR1604991,SRR1604990,SRR1604989,SRR1604988,SRR1604987
SRP057196	HOMO_SAPIENS	RNA-SEQ	IlluminaMiSeq,NextSeq 500,NextSeq500	NA
SRP034008	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1049362,SRR1049361,SRR1049360,SRR1049359
SRP063493	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP015178	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR1366143,ERR1366142,ERR1366141,ERR1366140,ERR1366139,ERR1366138,ERR1366137,ERR1366136,ERR1366135,ERR1366134,ERR1366133,ERR1366132
SRP063054	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2225570,SRR2225569,SRR2225568,SRR2225567,SRR2225566,SRR2225565,SRR2225564,SRR2225563,SRR2225562,SRR2225561,SRR2225560,SRR2225559,SRR2225558,SRR2225557,SRR2225556
SRP032456	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1023011,SRR1023010,SRR1023009,SRR1023008,SRR1023007,SRR1023006,SRR1023005,SRR1023004
SRP055569	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	SRR2019237,SRR2019236,SRR2019235,SRR2019234,SRR2019233,SRR2019232,SRR2019231,SRR2019230,SRR2019229,SRR2019228,SRR2019227,SRR2019226,SRR2019225,SRR2019224,SRR2019223,SRR2019222,SRR2019221,SRR2019220,SRR2019219,SRR2019218,SRR2019217,SRR2019216,SRR2019215,SRR2019214,SRR2019213,SRR2019212,SRR2019211,SRR2019210,SRR2019209,SRR2019208,SRR2019207,SRR2019206,SRR2019205,SRR2019204,SRR2019203,SRR2019202,SRR2019201,SRR2019200,SRR2019199,SRR2019198,SRR2019197,SRR2019196,SRR2019195,SRR2019194,SRR2019193,SRR2019192,SRR2019191,SRR2019190,SRR2019189,SRR2019188,SRR2019187,SRR2019186,SRR2019185,SRR2019184,SRR2019183,SRR2019182,SRR2019181,SRR2019180,SRR2019179,SRR2019178,SRR2019177,SRR2019176,SRR2019175,SRR2019174,SRR2019173,SRR2019172,SRR2019171,SRR2019170,SRR2019169,SRR2019168,SRR2019167,SRR2019166,SRR2019165,SRR2019164,SRR2019163,SRR2019162,SRR2019161,SRR2019160,SRR2019159,SRR2019158,SRR2019157,SRR2019156,SRR2019155,SRR2019154,SRR2019153,SRR2019152,SRR2019151,SRR2019150,SRR2019149,SRR2019148,SRR2019147,SRR2019146,SRR2019145,SRR2019144,SRR2019143,SRR2019142,SRR2019141,SRR2019140,SRR2019139,SRR2019138,SRR2019137,SRR2019136,SRR2019135,SRR2019134,SRR2019133,SRR2019132,SRR2019131,SRR2019130,SRR2019129,SRR2019128,SRR2019127,SRR2019126,SRR2019125,SRR2019124,SRR2019123,SRR2019066,SRR2019065,SRR2019064,SRR2019063,SRR2019062,SRR2019061,SRR2019060,SRR2019059,SRR2019058,SRR2019057,SRR2019056,SRR2019055,SRR2019054,SRR2019053,SRR2019052,SRR2019051,SRR2019050,SRR2019049,SRR2019048,SRR2019047,SRR2019046,SRR2019045,SRR2019044,SRR2019043,SRR2019042,SRR2019041,SRR2019040,SRR2019039,SRR2019038,SRR2019037,SRR2019036,SRR2019035,SRR2019034,SRR2019033,SRR2019032,SRR2019031,SRR2019030,SRR2019029,SRR2019028,SRR2019027,SRR2019026,SRR2019025,SRR2019024,SRR2019023,SRR2019022,SRR2019021,SRR2019020,SRR2019019,SRR2019018,SRR2019017,SRR2019016,SRR2019015,SRR2019014,SRR2019013,SRR2019012,SRR2019011,SRR2019010,SRR2019009,SRR2019008,SRR2019007,SRR2019006,SRR2019005,SRR2019004,SRR2019003,SRR2019002,SRR2019001,SRR2019000,SRR2018999,SRR2018998,SRR2018997,SRR2018996,SRR2018995,SRR2018994,SRR2018993,SRR2018992,SRR2018991,SRR2018990,SRR2018989,SRR2018988,SRR2018987,SRR2018986,SRR2018985,SRR2018984,SRR2018983,SRR2018982,SRR2018981,SRR2018980,SRR2018979,SRR2018978,SRR2018977,SRR2018976,SRR2018975,SRR2018974,SRR2018973,SRR2018972,SRR2018971,SRR2018970,SRR2018969,SRR2018968,SRR2018967,SRR2018966,SRR2018965,SRR1821717,SRR1821716,SRR1821715,SRR1821714,SRR1821713,SRR1821712,SRR1821711,SRR1821710,SRR1821709,SRR1821708,SRR1821707,SRR1821706,SRR1821705,SRR1821704,SRR1821703,SRR1821702,SRR1821701,SRR1821700,SRR1821699,SRR1821698,SRR1821697,SRR1821696,SRR1821695,SRR1821694,SRR1821693,SRR1821692,SRR1821691,SRR1821690,SRR1821689,SRR1821688,SRR1821687,SRR1821686,SRR1821685,SRR1821684,SRR1821683,SRR1821682,SRR1821681,SRR1821680,SRR1821679,SRR1821678,SRR1821677,SRR1821676,SRR1821675,SRR1821674,SRR1821673,SRR1821672,SRR1821671,SRR1821670,SRR1821669,SRR1821668,SRR1821667,SRR1821666,SRR1821665,SRR1821664,SRR1821663,SRR1821662,SRR1821661,SRR1821660,SRR1821659,SRR1821658,SRR1821657,SRR1821656,SRR1821655,SRR1821654,SRR1821653,SRR1821652,SRR1821651,SRR1821650,SRR1821649,SRR1821648,SRR1821647,SRR1821646,SRR1821645,SRR1821644,SRR1821643,SRR1821642,SRR1821641,SRR1821640,SRR1821639,SRR1821638,SRR1821637,SRR1821636,SRR1821635,SRR1821634,SRR1821633,SRR1821632,SRR1821631,SRR1821630,SRR1821629,SRR1821628,SRR1821627,SRR1821626,SRR1821625,SRR1821624,SRR1821623,SRR1821622,SRR1821621,SRR1821620,SRR1821619,SRR1821618,SRR1821617,SRR1821616,SRR1821615,SRR1821614,SRR1821613,SRR1821612,SRR1821611,SRR1821610,SRR1821609,SRR1821608,SRR1821607,SRR1821606,SRR1821605,SRR1821604,SRR1821603,SRR1821602,SRR1821601,SRR1821600,SRR1821599,SRR1821598,SRR1821597,SRR1821596,SRR1821595,SRR1821594,SRR1821593,SRR1821592,SRR1821591,SRR1821590,SRR1821589,SRR1821588,SRR1821587,SRR1821586,SRR1821585,SRR1821584,SRR1821583,SRR1821582,SRR1821581,SRR1821580,SRR1821579,SRR1821578,SRR1821577,SRR1821576,SRR1821575,SRR1821574,SRR1821573,SRR1821572,SRR1821571,SRR1821570,SRR1821569,SRR1821568,SRR1821567,SRR1821566,SRR1821565,SRR1821564,SRR1821563,SRR1821562,SRR1821561,SRR1821560,SRR1821559,SRR1821558,SRR1821557,SRR1821556,SRR1821555,SRR1821554,SRR1821553,SRR1821552,SRR1821551,SRR1821550,SRR1821549,SRR1821548,SRR1821547,SRR1821546,SRR1821545,SRR1821544,SRR1821543,SRR1821542,SRR1821541,SRR1821540,SRR1821539,SRR1821538,SRR1821537,SRR1821536,SRR1821535,SRR1821534,SRR1821533,SRR1821532,SRR1821531,SRR1821530,SRR1821529,SRR1821528,SRR1821527,SRR1821526,SRR1821525,SRR1821524,SRR1821523,SRR1821522,SRR2019122,SRR2019121,SRR2019120,SRR2019119,SRR2019118,SRR2019117,SRR2019116,SRR2019115,SRR2019114,SRR2019113,SRR2019112,SRR2019111,SRR2019110,SRR2019109,SRR2019108,SRR2019107,SRR2019106,SRR2019105,SRR2019104,SRR2019103,SRR2019102,SRR2019101,SRR2019100,SRR2019099,SRR2019098,SRR2019097,SRR2019096,SRR2019095,SRR2019094,SRR2019093,SRR2019092,SRR2019091,SRR2019090,SRR2019089,SRR2019088,SRR2019087,SRR2019086,SRR2019085,SRR2019084,SRR2019083,SRR2019082,SRR2019081,SRR2019080,SRR2019079,SRR2019078,SRR2019077,SRR2019076,SRR2019075,SRR2019074,SRR2019073,SRR2019072,SRR2019071,SRR2019070,SRR2019069,SRR2019068,SRR2019067,SRR1821521,SRR1821520,SRR1821519,SRR1821518,SRR1821517,SRR1821516,SRR1821515,SRR1821514,SRR1821513,SRR1821512,SRR1821511,SRR1821510,SRR1821509,SRR1821508,SRR1821507,SRR1821506,SRR1821505,SRR1821504,SRR1821503,SRR1821502,SRR1821501,SRR1821500,SRR1821499,SRR1821498,SRR1821497,SRR1821496,SRR1821495,SRR1821494,SRR1821493,SRR1821492,SRR1821491,SRR1821490,SRR1821489,SRR1821488,SRR1821487,SRR1821486,SRR1821485,SRR1821484,SRR1821483,SRR1821482,SRR1821481,SRR1821480,SRR1821479,SRR1821478,SRR1821477,SRR1821476,SRR1821475,SRR1821474,SRR1821473,SRR1821472,SRR1821471,SRR1821470,SRR1821469,SRR1821468,SRR1821467,SRR1821466,SRR1821465,SRR1821464,SRR1821463,SRR1821462,SRR1821461,SRR1821460,SRR1821459,SRR1821458,SRR1821457,SRR1821456,SRR1821455,SRR1821454,SRR1821453,SRR1821452,SRR1821451,SRR1821450,SRR1821449,SRR1821448,SRR1821447,SRR1821446,SRR1821445,SRR1821444,SRR1821443,SRR1821442,SRR1821441,SRR1821440,SRR1821439,SRR1821438,SRR1821437,SRR1821436,SRR1821435,SRR1821434,SRR1821433,SRR1821432,SRR1821431,SRR1821430,SRR1821429,SRR1821428,SRR1821427,SRR1821426,SRR1821425,SRR1821424,SRR1821423,SRR1821422,SRR1821421,SRR1821420,SRR1821419,SRR1821418,SRR1821417,SRR1821416,SRR1821415,SRR1821414,SRR1821413,SRR1821412,SRR1821411,SRR1821410,SRR1821409,SRR1821408,SRR1821407,SRR1821406,SRR1821405,SRR1821404,SRR1821403,SRR1821402,SRR1821401,SRR1821400,SRR1821399,SRR1821398,SRR1821397,SRR1821396,SRR1821395,SRR1821394,SRR1821393,SRR1821392,SRR1821391,SRR1821390,SRR1821389,SRR1821388,SRR1821387,SRR1821386,SRR1821385,SRR1821384,SRR1821383,SRR1821382,SRR1821381,SRR1821380,SRR1821379,SRR1821378,SRR1821377,SRR1821376,SRR1821375,SRR1821374,SRR1821373,SRR1821372,SRR1821371,SRR1821370,SRR1821369,SRR1821368,SRR1821367,SRR1821366,SRR1821365,SRR1821364,SRR1821363,SRR1821362,SRR1821361,SRR1821360,SRR1821359,SRR1821358,SRR1821357,SRR1821356,SRR1821355,SRR1821354,SRR1821353,SRR1821352,SRR1821351,SRR1821350,SRR1821349,SRR1821348
SRP052817	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1777310,SRR1777309,SRR1772957,SRR1772257
SRP033119	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1032190,SRR1032189,SRR1032188,SRR1032187,SRR1032186,SRR1032185,SRR1032184,SRR1032183,SRR1032182,SRR1032181,SRR1032180,SRR1032179,SRR1032178,SRR1032177,SRR1032176,SRR1032175,SRR1032174,SRR1032173,SRR1032172,SRR1032171,SRR1032170,SRR1032169,SRR1032168,SRR1032167,SRR1032166,SRR1032165,SRR1032164,SRR1032163,SRR1032162
SRP071245	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
ERP016243	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP061192	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2103308,SRR2103307,SRR2103306,SRR2103305,SRR2103304,SRR2103303,SRR2103302,SRR2103301,SRR2103300,SRR2103299,SRR2103298,SRR2103297,SRR2103296,SRR2103295,SRR2103294,SRR2103293,SRR2103292,SRR2103291
SRP048993	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1693632,SRR1693631,SRR1693622,SRR1693618,SRR1693614,SRR1693600,SRR1639279,SRR1639278,SRR1639273,SRR1639251,SRR1639243,SRR1639212
ERP109789	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
SRP065153	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2872998,SRR2872997,SRR2872995,SRR2870783
SRP061636	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP060637	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	SRR2096255,SRR2096254,SRR2096253,SRR2096252,SRR2096251,SRR2096250,SRR2096249,SRR2096248,SRR2096247,SRR2096246,SRR2096245,SRR2096244,SRR2096243,SRR2096242,SRR2096241,SRR2096240,SRR2096239,SRR2096238,SRR2096237,SRR2096236,SRR2096235,SRR2096234,SRR2096233,SRR2096232
SRP064264	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,IlluminaHiSeq2000	NA
SRP062132	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	SRR2148267,SRR2148266,SRR2148265,SRR2148264,SRR2148263,SRR2148262,SRR2148261,SRR2148260,SRR2148259,SRR2148258,SRR2148257,SRR2148256,SRR2148255,SRR2148254,SRR2148253,SRR2148252,SRR2148251,SRR2148250,SRR2148249,SRR2148248,SRR2148247,SRR2148246,SRR2148245,SRR2148244,SRR2148243,SRR2148242,SRR2148241,SRR2148240,SRR2148239,SRR2148238,SRR2148237,SRR2148236,SRR2148235
SRP053048	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1784246,SRR1784245,SRR1784244,SRR1784243,SRR1784242,SRR1784241,SRR1784240,SRR1784239,SRR1784238,SRR1784237,SRR1784236,SRR1784235,SRR1784234,SRR1784233,SRR1784232,SRR1784231,SRR1784230,SRR1784229,SRR1784228,SRR1784227,SRR1784226,SRR1784225,SRR1784224,SRR1784223
SRP069787	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3153266,SRR3153265,SRR3153264,SRR3153263,SRR3153262,SRR3153261,SRR3153260,SRR3153259,SRR3153258,SRR3153257,SRR3153256,SRR3153255,SRR3153254,SRR3153253,SRR3153252,SRR3153251
SRP062170	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP022084	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	ERR1883106,ERR1883105,ERR1883104,ERR1883103,ERR1883102,ERR1883101,ERR1883100,ERR1883099,ERR1883098,ERR1883097,ERR1883096,ERR1883095,ERR1883094,ERR1883093,ERR1883092,ERR1883091,ERR1883090,ERR1883089
SRP070815	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3187286,SRR3187285,SRR3187284,SRR3187283,SRR3187282,SRR3187281
SRP047476	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP057500	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2096520,SRR2096519,SRR2096518,SRR2096517,SRR2096516,SRR2096515,SRR2096514,SRR2096513,SRR2096512,SRR2096511,SRR2096510,SRR2096509,SRR2096508,SRR2096507,SRR2096506,SRR2096505,SRR2096504,SRR2096503,SRR2096502,SRR2096501,SRR2096500,SRR2096499,SRR2096498,SRR2096497,SRR2096496,SRR2096495,SRR2096494,SRR2096493,SRR2096492,SRR2096491,SRR2096490,SRR2096489,SRR2096488,SRR2096487,SRR2096486,SRR2096485,SRR2096484,SRR2096483,SRR2096482,SRR2096481,SRR2095031,SRR2095014,SRR2095004,SRR1982830,SRR1982829,SRR1982828,SRR1982827,SRR1982826,SRR1982825,SRR1982824,SRR1982823,SRR1982822,SRR1982821,SRR1982820,SRR1982819,SRR1982818,SRR1982817,SRR1982816,SRR1982815,SRR1982814,SRR1982813,SRR1982812,SRR1982811,SRR1982810,SRR1982809,SRR1982808,SRR1982807,SRR1982806,SRR1982805,SRR1982804,SRR1982803,SRR1982802,SRR1982801,SRR1982800,SRR1982799,SRR1982798,SRR1982797,SRR1982796,SRR1982795,SRR1982794,SRR1982793,SRR1982792,SRR1982791,SRR1982790,SRR1982789,SRR1982788,SRR1982787,SRR1982786,SRR1982785,SRR1982784,SRR1982783,SRR1982782,SRR1982781,SRR1982780,SRR1982779,SRR1982778,SRR1982777,SRR1982776,SRR1982775,SRR1982774,SRR1982773,SRR1982772,SRR1982771,SRR1982770,SRR1982769,SRR1982768,SRR1982767,SRR1982766,SRR1982765,SRR1982764,SRR1982763,SRR1982762,SRR1982761,SRR1982760,SRR1982759,SRR1982758,SRR1982757,SRR1982756,SRR1982755,SRR1982754,SRR1982753,SRR1982752,SRR1982751,SRR1982750,SRR1982749,SRR1982748,SRR1982747,SRR1982746,SRR1982745,SRR1982744,SRR1982743,SRR1982742,SRR1982741,SRR1982740,SRR1982739,SRR1982738,SRR1982737,SRR1982736,SRR1982735,SRR1982734,SRR1982733,SRR1982732,SRR1982731,SRR1982730,SRR1982729,SRR1982728,SRR1982727,SRR1982726,SRR1982725,SRR1982724,SRR1982723,SRR1982722,SRR1982721,SRR1982720,SRR1982719,SRR1982718,SRR1982717,SRR1982716,SRR1982715,SRR1982714,SRR1982713,SRR1982712,SRR1982711,SRR1982710,SRR1982709,SRR1982708,SRR1982707,SRR1982706,SRR1982705,SRR1982704,SRR1982703,SRR1982702,SRR1982701,SRR1982700,SRR1982699,SRR1982698,SRR1982697,SRR1982696,SRR1982695,SRR1982694,SRR1982693,SRR1982692,SRR1982691,SRR1982690,SRR1982689,SRR1982688,SRR1982687,SRR1982686,SRR1982685,SRR1982684,SRR1982683,SRR1982682,SRR1982681,SRR1982680,SRR1982679,SRR1982678,SRR1982677,SRR1982676,SRR1982675,SRR1982674,SRR1982673,SRR1982672,SRR1982671,SRR1982670,SRR1982669,SRR1982668,SRR1982667,SRR1982666,SRR1982665,SRR1982664,SRR1982663,SRR1982662,SRR1982661,SRR1982660,SRR1982659,SRR1982658,SRR1982657,SRR1982656,SRR1982655,SRR1982654,SRR1982653,SRR1982652,SRR1982651,SRR1982650,SRR1982649,SRR1982648,SRR1982647,SRR1982646,SRR1982645,SRR1982644,SRR1982643,SRR1982642,SRR1982641,SRR1982640,SRR1982639,SRR1982638,SRR1982637,SRR1982636,SRR1982635,SRR1982634,SRR1982633,SRR1982632,SRR1982631,SRR1982630,SRR1982629,SRR1982628,SRR1982627,SRR1982626,SRR1982625,SRR1982624,SRR1982623,SRR1982622,SRR1982621,SRR1982620,SRR1982619,SRR1982618,SRR1982617,SRR1982616,SRR1982615,SRR1982614,SRR1982613,SRR1982612,SRR1982611,SRR1982610,SRR1982609,SRR1982608,SRR1982607,SRR1982606,SRR1982605,SRR1982604,SRR1982603,SRR1982602,SRR1982601,SRR1982600,SRR1982599,SRR1982598,SRR1982597,SRR1982596,SRR1982595,SRR1982594,SRR1982593,SRR1982592,SRR1982591,SRR1982590,SRR1982589,SRR1982588,SRR1982587,SRR1982586,SRR1982585,SRR1982584
SRP059735	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR2072610,SRR2072609,SRR2072608,SRR2072607,SRR2072606,SRR2072605,SRR2072604,SRR2072603,SRR2072602,SRR2072601,SRR2072600,SRR2072599
SRP066794	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2966476,SRR2966475,SRR2966474,SRR2966473,SRR2966472,SRR2966471,SRR2966470,SRR2966469,SRR2966468,SRR2966467,SRR2966466,SRR2966465,SRR2966464,SRR2966463,SRR2966462,SRR2966461,SRR2966460,SRR2966459,SRR2966458,SRR2966457,SRR2966456,SRR2966455,SRR2966454,SRR2966453
SRP003726	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
ERP009260	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	ERR875288,ERR875287,ERR875286,ERR875285,ERR875284,ERR875283,ERR875282,ERR875281,ERR875280,ERR875279,ERR875278,ERR875277,ERR875276,ERR875275,ERR875274,ERR875273,ERR875272,ERR875271,ERR875270,ERR875269
SRP059458	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP059217	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2054667,SRR2054666,SRR2054665,SRR2054664,SRR2054663,SRR2054662,SRR2054661,SRR2054660,SRR2054659,SRR2054658,SRR2054657,SRR2054656,SRR2054655,SRR2054654,SRR2054653,SRR2054652
SRP035988	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer,IlluminaGenomeAnalyzer	NA
ERP021420	HOMO_SAPIENS,HUMAN_T-LYMPHOTROPIC_VIRUS_1,BOVINE_LEUKEMIA_VIRUS	RNA-SEQ	Illumina HiSeq 2000,NextSeq500,NextSeq 500,IlluminaHiSeq2000	NA
ERP004219	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP068733	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3112236,SRR3112235,SRR3112234,SRR3112233,SRR3112232,SRR3112231,SRR3112230,SRR3112229,SRR3112228,SRR3112227,SRR3112226,SRR3112225,SRR3112224,SRR3112223,SRR3112222,SRR3112221,SRR3112220,SRR3112219,SRR3112218,SRR3112217,SRR3112216,SRR3112215,SRR3112214,SRR3112213,SRR3112212,SRR3112211,SRR3112210,SRR3112209,SRR3112208,SRR3112207
DRP000499	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	DRR001642,DRR001641,DRR001640,DRR001639,DRR001638,DRR001637,DRR001636,DRR001635,DRR001634,DRR001633,DRR001632,DRR001631,DRR001630,DRR001629,DRR001628,DRR001627,DRR001626,DRR001625,DRR001624,DRR001623,DRR001622
SRP057448	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1981232,SRR1981231,SRR1981230,SRR1981229
SRP045329	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR1538871,SRR1538870,SRR1538869,SRR1538868,SRR1538867,SRR1538866
SRP045911	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP053274	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2984394,SRR2984386,SRR2984383,SRR2984375,SRR2984373,SRR1791589
SRP068862	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP062910	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2187603,SRR2187602,SRR2187601,SRR2187600,SRR2187599,SRR2187598
SRP064515	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR2566272,SRR2566271,SRR2566270,SRR2566269,SRR2566268,SRR2566267,SRR2566266,SRR2566265,SRR2566264,SRR2566263,SRR2566262,SRR2566261,SRR2566260,SRR2566259,SRR2566258,SRR2566257,SRR2566256,SRR2566255,SRR2566254,SRR2566253,SRR2566252,SRR2566251,SRR2566250,SRR2566249,SRR2566248,SRR2566247,SRR2566246,SRR2566245,SRR2566244,SRR2566243,SRR2566242,SRR2566241,SRR2566240,SRR2566239,SRR2566238,SRR2566237,SRR2566236,SRR2566235,SRR2566234,SRR2566233,SRR2566232,SRR2566231,SRR2566230,SRR2566229,SRR2566228,SRR2566227,SRR2566226,SRR2566225,SRR2566224,SRR2566223,SRR2566222,SRR2566221,SRR2566220,SRR2566219,SRR2566218,SRR2566217,SRR2566216,SRR2566215,SRR2566214,SRR2566213,SRR2566212,SRR2566211,SRR2566210,SRR2566209,SRR2566208,SRR2566207,SRR2566206,SRR2566205,SRR2566204,SRR2566203,SRR2566202,SRR2566201,SRR2566200,SRR2566199,SRR2566198,SRR2566197,SRR2566196,SRR2566195,SRR2566194,SRR2566193,SRR2566192,SRR2566191,SRR2566190,SRR2566189,SRR2566188,SRR2566187,SRR2566186,SRR2566185,SRR2566184,SRR2566183,SRR2566182,SRR2566181,SRR2566180,SRR2566179,SRR2566178,SRR2566177,SRR2566176,SRR2566175,SRR2566174,SRR2566173,SRR2566172,SRR2566171,SRR2566170,SRR2566169,SRR2566168,SRR2566167,SRR2566166,SRR2566165,SRR2566164,SRR2566163,SRR2566162,SRR2566161,SRR2566160,SRR2566159,SRR2566158,SRR2566157,SRR2566156,SRR2566155,SRR2566154,SRR2566153,SRR2566152,SRR2566151,SRR2566150,SRR2566149,SRR2566148,SRR2566147,SRR2566146,SRR2566145,SRR2566144,SRR2566143,SRR2566142,SRR2566141,SRR2566140,SRR2566139,SRR2566138,SRR2566137,SRR2566136,SRR2566135,SRR2566134,SRR2566133,SRR2566132,SRR2566131,SRR2566130,SRR2566129,SRR2566128,SRR2566127,SRR2566126,SRR2566125,SRR2566124,SRR2566123,SRR2566122,SRR2566121,SRR2566120,SRR2566119,SRR2566118,SRR2566117,SRR2566116,SRR2566115,SRR2566114,SRR2566113,SRR2566112,SRR2566111,SRR2566110,SRR2566109,SRR2566108,SRR2566107,SRR2566106,SRR2566105,SRR2566104,SRR2566103,SRR2566102,SRR2566101,SRR2566100,SRR2566099,SRR2566098,SRR2566097,SRR2566096,SRR2566095,SRR2566094,SRR2566093,SRR2566092,SRR2566091,SRR2566090,SRR2566089,SRR2566088,SRR2566087,SRR2566086,SRR2566085,SRR2566084,SRR2566083,SRR2566082,SRR2566081,SRR2566080,SRR2566079,SRR2566078,SRR2566077,SRR2566076,SRR2566075
